,Unnamed: 0,num_jour,date,discipline,num_session,debut_epreuve,fin_epreuve,lieu_epreuve,nom_epreuve,NOM,Geo Point,SITES OLYMPIQUES PARALYMPIQUES,SPORTS,latitude,longitude
408,408,1,Samedi 27 Juillet,LUTTE,WRE12,Fin,19:00,Arena Champ-de-Mars,"Libre, 65 kg - hommes, repêchages Libre, 76 kg - femmes, repêchages Libre, 97 kg - hommes, repêchages Libre, 65 kg - hommes, match pour les médailles de bronze Libre, 97 kg - hommes, match pour les médailles de bronze Libre, 97 kg - hommes, match pour la médaille d'or Libre, 76 kg - femmes, match pour les médailles de bronze Libre, 76 kg - femmes, match pour la médaille d'or",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
409,409,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"100 m papillon - femmes, séries 400 m nage libre - femmes, séries 100 m brasse - hommes, séries 400 m nage libre - hommes, séries Relais 4x100 m nage libre - femmes, séries Relais 4x100 m nage libre - hommes, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
410,410,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"100 m papillon - femmes, demi-finales 100 m brasse - hommes - demi-finales",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
411,411,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"200 m nage libre - hommes, séries 400 m quatre nages individuel - hommes, séries 100 m brasse - femmes, séries 100 m dos - hommes, séries 200 m nage libre - femmes, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
412,412,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"200 m nage libre - hommes, demi-finales 100 m brasse - femmes, demi-finales 100 m dos - hommes, demi-finales 100 m brasse - hommes, finale 200 m nage libre - femmes, demi-finales",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
413,413,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"400 m quatre nages individuel - femmes, séries 100 m dos - femmes, séries 800 m nage libre - hommes, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
414,414,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"100 m dos - femmes, demi-finales",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
415,415,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"200 m papillon - hommes, séries 100 m nage libre - hommes, séries 1 500 m nage libre - femmes, séries 100 m nage libre - femmes, séries 200 m brasse - hommes, séries Relais 4x200 m nage libre - hommes, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
416,416,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"100 m nage libre - hommes, demi-finales 200 m papillon - hommes, demi-finales 100 m nage libre - femmes, demi-finales 200 m brasse - hommes, demi-finales Relais 4x200 m nage libre - hommes, finale",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
417,417,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"200 m brasse - femmes, séries 200 m dos - hommes, séries 200 m papillon - femmes, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
418,418,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"200 m dos - hommes, demi-finales 200 m brasse - femmes, demi-finales 200 m papillon - femmes, demi-finales 100 m nage libre - hommes, finale",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
419,419,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"200 m dos - femmes, séries 50 m nage libre - hommes, séries 200 m quatre nages individuel - hommes, séries Relais 4x200 m nage libre - femmes, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
420,420,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"200 m dos - femmes, demi-finales 200 m brasse - femmes, finale 200 m quatre nages individuel - hommes, demi-finale 50 m nage libre - hommes, demi-finales Relais 4x200 m nage libre - femmes, finale",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
421,421,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"100 m papillon - hommes, séries 200 m quatre nages individuel - femmes, séries 800 m nage libre - femmes, séries Relais 4x100 m quatre nages - mixte, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
422,422,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"100 m papillon - hommes, demi-finales 200 m quatre nages individuel - femmes, demi-finale",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
423,423,1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"50 m nage libre - femmes, séries 1 500 m nage libre - hommes, séries Relais 4x100 m quatre nages - hommes, séries Relais 4x100 m quatre nages - femmes, séries",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
424,424,1,Samedi 27 Juillet,Natation,SWM01,20:30,22:30,Paris La Défense Arena,"100 m papillon - hommes, finale 50 m nage libre - femmes, demi-finales",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
425,425,1,Samedi 27 Juillet,Natation,SWM01,18:30,20:30,Paris La Défense Arena,,La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
426,426,1,Samedi 27 Juillet,NATATION ARTISTIQUE,SWA01,18:30,20:30,Paris La Défense Arena,"Épreuve d'équipe, programme technique",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
427,427,1,Samedi 27 Juillet,NATATION ARTISTIQUE,SWA02,18:30,20:30,Paris La Défense Arena,"Épreuve d'équipe, programme libre",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
428,428,1,Samedi 27 Juillet,NATATION ARTISTIQUE,SWA03,18:30,20:30,Paris La Défense Arena,,La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
429,429,1,Samedi 27 Juillet,NATATION ARTISTIQUE,SWA04,18:30,20:30,Paris La Défense Arena,"Épreuve de duo, programme technique",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
430,430,1,Samedi 27 Juillet,NATATION ARTISTIQUE,SWA05,18:30,20:30,Paris La Défense Arena,,La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971
433,433,13,Jeudi 8 Août,Pentathlon Moderne,MPN01,11:00,17:30,Arena Paris Nord,"Épreuve d'escrime - hommes, tour de classement Épreuve d'escrime - femmes, tour de classement",Arena Paris nord,"48.971314, 2.519183","Site olympique,Site paralympique","Boxe,Escrime,Pentathlon moderne,Volley-ball assis",48.971314,2.519183
434,434,13,Jeudi 8 Août,Pentathlon Moderne,MPN02,13:00,19:00,Château de Versailles,"Hommes, demi-finales",Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
435,435,13,Jeudi 8 Août,Pentathlon Moderne,MPN03,09:30,15:30,Château de Versailles,"Femmes, demi-finales",Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
436,436,13,Jeudi 8 Août,Pentathlon Moderne,MPN03,17:30,20:00,Château de Versailles,,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
437,437,13,Jeudi 8 Août,Pentathlon Moderne,MPN03,11:00,13:30,Château de Versailles,"Femmes, finale",Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
438,438,1,Samedi 27 Juillet,PLONGEON,DIV01,11:00,12:00,Centre aquatique,Tremplin 3 m synchronisé - femmes,Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
439,439,1,Samedi 27 Juillet,PLONGEON,DIV01,11:00,12:00,Centre aquatique,Haut vol 10 m synchronisé - hommes,Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
440,440,1,Samedi 27 Juillet,PLONGEON,DIV03,11:00,12:00,Centre aquatique,Haut vol 10 m synchronisé - femmes,Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
441,441,1,Samedi 27 Juillet,PLONGEON,DIV04,11:00,12:00,Centre aquatique,Tremplin 3 m synchronisé - hommes,Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
442,442,1,Samedi 27 Juillet,PLONGEON,DIV05,10:00,12:10,Centre aquatique,"Haut vol 10m - femmes, éliminatoires",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
443,443,1,Samedi 27 Juillet,PLONGEON,DIV05,15:00,17:00,Centre aquatique,"Haut vol 10m - femmes, demi-finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
444,444,1,Samedi 27 Juillet,PLONGEON,DIV07,10:00,12:00,Centre aquatique,"Tremplin 3m - hommes, éliminatoires",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
445,445,1,Samedi 27 Juillet,PLONGEON,DIV07,15:00,17:00,Centre aquatique,"Haut vol 10m - femmes, finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
446,446,1,Samedi 27 Juillet,PLONGEON,DIV09,10:00,12:00,Centre aquatique,"Tremplin 3m - hommes, demi-finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
447,447,1,Samedi 27 Juillet,PLONGEON,DIV09,15:00,17:00,Centre aquatique,"Tremplin 3m - femmes, éliminatoires",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
448,448,1,Samedi 27 Juillet,PLONGEON,DIV11,10:00,12:00,Centre aquatique,"Tremplin 3m - femmes, demi-finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
449,449,1,Samedi 27 Juillet,PLONGEON,DIV11,15:00,17:00,Centre aquatique,"Tremplin 3m - hommes, finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
450,450,1,Samedi 27 Juillet,PLONGEON,DIV13,10:00,12:00,Centre aquatique,"Haut vol 10m - hommes, éliminatoires",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
451,451,1,Samedi 27 Juillet,PLONGEON,DIV13,15:00,17:00,Centre aquatique,"Tremplin 3m - femmes, finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
452,452,1,Samedi 27 Juillet,PLONGEON,DIV15,10:00,12:00,Centre aquatique,"Haut vol 10m - hommes, demi-finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
453,453,1,Samedi 27 Juillet,PLONGEON,DIV15,15:00,17:00,Centre aquatique,"Haut vol 10m - hommes, finale",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
454,454,-2,Mer 24 Juillet,RUGBY,RU701,15:00,17:00,Centre aquatique,"Hommes, poules (12 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
455,455,-2,Mer 24 Juillet,RUGBY,RU702,15:00,17:00,Centre aquatique,"Hommes, poules (6 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
456,456,-2,Mer 24 Juillet,RUGBY,RU702,15:00,17:00,Centre aquatique,"Hommes, placement 9-12 (2 matchs) Hommes, quarts de finale (4 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
457,457,-2,Mer 24 Juillet,RUGBY,RU702,15:00,17:00,Centre aquatique,"Hommes, placement 5-8 (2 matchs) Hommes, demi-finales (2 matchs) Hommes, placement 11-12 Hommes, placement 9-10 Hommes, placement 7-8 Hommes, placement 5-6 Hommes, match pour la médaille de bronze Hommes, match pour la médaille d'or",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
458,458,-2,Mer 24 Juillet,RUGBY,RU705,15:00,17:00,Centre aquatique,"Femmes, poules (12 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
459,459,-2,Mer 24 Juillet,RUGBY,RU706,15:00,17:00,Centre aquatique,"Femmes, poules (6 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
460,460,-2,Mer 24 Juillet,RUGBY,RU706,15:00,17:00,Centre aquatique,"Femmes, placement 9-12 (2 matchs) Femmes, quarts de finale (4 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
461,461,-2,Mer 24 Juillet,RUGBY,RU706,15:00,17:00,Centre aquatique,"Femmes, placement 5-8 (2 matchs) Femmes, demi-finales (2 matchs) Femmes, placement 11-12 Femmes, placement 9-10 Femmes, placement 7-8 Femmes, placement 5-6 Femmes, médaille de bronze Femmes, médaille d'or The competition schedule is subject to change until the conclusion of the Olympic Games. SKATEBOARDING Competition Schedule Event Details Version: 1",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
462,462,1,Samedi 27 Juillet,SPORTS EQUESTRES,EQU01,09:30,18:30,Château de Versailles,"Concours complet, dressage",Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
463,463,1,Samedi 27 Juillet,SPORTS EQUESTRES,EQU02,10:30,15:30,Château de Versailles,"Concours complet, cross-country",Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
464,464,1,Samedi 27 Juillet,SPORTS EQUESTRES,EQU03,11:00,16:30,Château de Versailles,"Concours complet, saut d'obstacles Finale individuel et par équipe",Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
465,465,1,Samedi 27 Juillet,SPORTS EQUESTRES,EQU04,11:00,16:30,Château de Versailles,Dressage Grand Prix équipe et individuel 1er,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
466,466,5,Mercredi 31 Juillet,SPORTS EQUESTRES,EQU05,10:00,15:30,Château de Versailles,Dressage Grand Prix équipe et individuel 2e,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
467,467,6,Jeudi 1 Août,SPORTS EQUESTRES,EQU06,11:00,14:00,Château de Versailles,Jumping Qualification par équipe,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
468,468,6,Jeudi 1 Août,SPORTS EQUESTRES,EQU07,14:00,16:30,Château de Versailles,Jumping Finale par équipe,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
469,469,6,Jeudi 1 Août,SPORTS EQUESTRES,EQU08,10:00,16:30,Château de Versailles,Dressage Finale Grand Prix Special par équipe,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
470,470,6,Jeudi 1 Août,SPORTS EQUESTRES,EQU09,10:00,14:00,Château de Versailles,"Dressage Finale Individuel, Grand Prix Freestyle",Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
471,471,6,Jeudi 1 Août,SPORTS EQUESTRES,EQU10,14:00,18:00,Château de Versailles,Jumping Qualifications Individuel,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
472,472,6,Jeudi 1 Août,SPORTS EQUESTRES,EQU11,10:00,12:30,Château de Versailles,Jumping Finale Individuel,Château de Versailles,"48.815115, 2.08208","Site olympique,Site paralympique","Sports équestres,Para équitation,Pentathlon moderne",48.815115,2.08208
553,553,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,09:30,12:30,Invalides,"Épreuve individuelle - femmes, tour de classement",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
554,554,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,14:15,17:15,Invalides,"Épreuve individuelle - hommes, tour de classement",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
555,555,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,09:30,11:05,Invalides,"Épreuve par équipes - femmes, éliminatoires (8e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
556,556,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,14:15,17:55,Invalides,"Épreuve par équipes - femmes, quarts de finale Épreuve par équipes - femmes, demi-finales Épreuve par équipes - femmes, match pour la médaille de bronze Épreuve par équipes - femmes, match pour la médaille d'or",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
557,557,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,09:30,11:05,Invalides,"Épreuve par équipes - hommes, éliminatoires (8e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
558,558,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,14:15,17:55,Invalides,"Épreuve par équipes - hommes, quarts de finale Épreuve par équipes - hommes, demi-finales Épreuve par équipes - hommes, match pour la médaille de bronze Épreuve par équipes - hommes, match pour la médaille d'or",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
559,559,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,12:00,15:55,Invalides,"Épreuve individuelle - hommes, éliminatoires (32e de finale) Épreuve individuelle - femmes, éliminatoires (32e de finale) Épreuve individuelle - hommes, éliminatoires (16e de finale) Épreuve individuelle - femmes, éliminatoires (16e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
560,560,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,17:45,20:25,Invalides,"Épreuve individuelle - hommes, éliminatoires (32e de finale) Épreuve individuelle - femmes, éliminatoires (32e de finale) Épreuve individuelle - hommes, éliminatoires (16e de finale) Épreuve individuelle - femmes, éliminatoires (16e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
561,561,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,12:00,15:55,Invalides,"Épreuve individuelle - hommes, éliminatoires (32e de finale) Épreuve individuelle - femmes, éliminatoires (32e de finale) Épreuve individuelle - hommes, éliminatoires (16e de finale) Épreuve individuelle - femmes, éliminatoires (16e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
562,562,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,17:45,20:25,Invalides,"Épreuve individuelle - hommes, éliminatoires (32e de finale) Épreuve individuelle - femmes, éliminatoires (32e de finale) Épreuve individuelle - hommes, éliminatoires (16e de finale) Épreuve individuelle - femmes, éliminatoires (16e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
563,563,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,09:30,13:25,Invalides,"Épreuve individuelle - hommes, éliminatoires (32e de finale) Épreuve individuelle - femmes, éliminatoires (32e de finale) Épreuve individuelle - hommes, éliminatoires (16e de finale) Épreuve individuelle - femmes, éliminatoires (16e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
564,564,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,15:30,19:25,Invalides,"Épreuve individuelle - hommes, éliminatoires (32e de finale) Épreuve individuelle - femmes, éliminatoires (32e de finale) Épreuve individuelle - hommes, éliminatoires (16e de finale) Épreuve individuelle - femmes, éliminatoires (16e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
565,565,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,09:30,12:05,Invalides,"Épreuve par équipes mixte, éliminatoires (8e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
566,566,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,14:15,17:25,Invalides,"Épreuve par équipes mixte, quarts de finale Épreuve par équipes mixte, demi-finales Épreuve par équipes mixte, match pour la médaille de bronze Épreuve par équipes mixte, match pour la médaille d'or",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
567,567,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,09:30,11:15,Invalides,"Épreuve individuelle - femmes, éliminatoires (8e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
568,568,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,13:00,15:20,Invalides,"Épreuve individuelle - femmes, quarts de finale Épreuve individuelle - femmes, demi-finales Épreuve individuelle - femmes, match pour la médaille de bronze Épreuve individuelle - femmes, match pour la médaille d'or",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
569,569,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,09:30,11:15,Invalides,"Épreuve individuelle - hommes, éliminatoires (8e de finale)",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
570,570,1,Samedi 27 Juillet,TIR A L'ARC,ARC01,13:00,15:20,Invalides,"Épreuve individuelle - hommes, quarts de finale Épreuve individuelle - hommes, demi-finales Épreuve individuelle - hommes, match pour la médaille de bronze Épreuve individuelle - hommes, match pour la médaille d'or",Invalides,"48.862286, 2.313222","Site olympique,Site paralympique","Tir à l'arc,Para tir à l'arc,Athlétisme,Cyclisme sur route",48.862286,2.313222
605,605,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV01,14:00,16:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
606,606,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV01,18:00,20:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
607,607,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV01,22:00,00:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
608,608,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV04,09:00,13:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (4 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
609,609,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV04,15:00,18:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
610,610,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV04,20:00,23:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
611,611,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV07,09:00,13:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (4 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
612,612,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV07,15:00,18:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
613,613,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV07,20:00,23:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
